"QID","Const","Ceremony","SubmissionCountry","SubmissionTitle","Languages","Directors","Result","Result2","Your.Rating","Date.Rated","Title","Original.Title","Title.Type","IMDb.Rating","Runtime","Year","Num.Votes","Seen"
"Q3502942","tt1389083","82-2010","Croatia","Donkey","Croatian","Antonio Nuić","Not nominated","E",NA,"","Donkey","Kenjac","Movie",6.5,90,2009,655,"No"
"Q5979661","tt1373122","82-2010","Cuba","Fallen Gods","Spanish, Yoruba","Ernesto Daranas","Not nominated","E",NA,"","Los dioses rotos","Los dioses rotos","Movie",6,97,2008,109,"No"
"Q3501523","tt1348318","82-2010","Czech Republic","Protector","Czech, German","Marek Najbrt","Not nominated","E",NA,"","Protector","Protektor","Movie",7.1,98,2009,903,"No"
"Q6180564","tt1087890","82-2010","Denmark","Terribly Happy","Danish","Henrik Ruben Genz","Not nominated","E",7,"2024-06-02","Terribly Happy","Frygtelig lykkelig","Movie",6.7,99,2008,7086,"Yes"
"Q5249052","tt1198339","82-2010","Estonia","December Heat","Estonian, Russian, English","Asko Kase","Not nominated","E",NA,"","December Heat","Detsembrikuumus","Movie",6.7,92,2008,654,"No"
"Q1059450","tt1364487","82-2010","Finland","Letters to Father Jacob","Finnish","Klaus Härö","Not nominated","E",NA,"","Letters to Father Jacob","Postia pappi Jaakobille","Movie",7.3,74,2009,2508,"No"
"Q12863061","tt1368439","82-2010","Georgia","The Other Bank","Georgian, Abkhaz, Russian","Giorgi Ovashvili","Not nominated","E",NA,"","Gagma napiri","Gagma napiri","Movie",7.7,90,2009,1346,"No"
"Q22166829","tt1173959","82-2010","Greece","Slaves in their Bonds","Greek","Adonis Lykouresis","Not nominated","E",NA,"","Oi sklavoi sta desma tous","Oi sklavoi sta desma tous","Movie",6,127,2008,154,"No"
"Q7244363","tt1498834","82-2010","Hong Kong","Prince of Tears","Mandarin","Yonfan","Not nominated","E",NA,"","Prince of Tears","Lei wangzi","Movie",6.4,122,2009,255,"No"
"Q1103927","tt1134828","82-2010","Hungary","Chameleon","Hungarian","Krisztina Goda","Not nominated","E",NA,"","Chameleon","Kaméleon","Movie",7.3,108,2008,2481,"No"
"Q3130121","tt1233576","82-2010","Iceland","Reykjavík-Rotterdam","Icelandic","Óskar Jónasson","Not nominated","E",NA,"","Reykjavik-Rotterdam","Reykjavík-Rotterdam","Movie",6.7,88,2008,2471,"No"
"Q5657943","tt1524539","82-2010","India","Harishchandrachi Factory","Marathi","Paresh Mokashi","Not nominated","E",NA,"","Harishchandrachi Factory","Harishchandrachi Factory","Movie",8.4,96,2009,2710,"No"
"Q6147786","tt1431086","82-2010","Indonesia","Jamila and the President","Indonesian","Ratna Sarumpaet","Not nominated","E",NA,"","Jamila and the President","Jamila dan Sang Presiden","Movie",6.9,87,2009,59,"No"
"Q1311890","tt1360860","82-2010","Iran","About Elly","Persian","Asghar Farhadi","Not nominated","E",NA,"","About Elly","Darbareye Elly","Movie",7.9,119,2009,57506,"No"
"Q797510","tt1081935","82-2010","Italy","Baarìa","Sicilian, Italian","Giuseppe Tornatore","Not nominated","E",NA,"","Baaria","Baarìa","Movie",6.9,163,2009,8026,"No"
"Q11631691","tt1147686","82-2010","Japan","Nobody to Watch Over Me","Japanese","Ryoichi Kimizuka","Not nominated","E",NA,"","Dare mo mamotte kurenai","Dare mo mamotte kurenai","Movie",6.8,118,2008,359,"No"
"Q5311193","tt1525344","82-2010","Lithuania","Vortex","Lithuanian, Russian","Gytis Luksas","Not nominated","E",NA,"","Duburys","Duburys","Movie",7.5,140,2009,259,"No"
"Q13104914","tt0447692","82-2010","Luxembourg","Réfractaire","French","Nicolas Steil","Not nominated","E",NA,"","Réfractaire","Réfractaire","Movie",5.4,97,2009,77,"No"
"Q104894966","tt0441328","82-2010","Macedonia","Wingless","Czech","Ivo Trajkov","Not nominated","E",NA,"","Ocas jesterky","Ocas jesterky","Movie",6.7,90,2009,44,"No"
"Q5411878","tt1257579","82-2010","Mexico","Backyard","Spanish","Carlos Carrera","Not nominated","E",NA,"","El Traspatio","El Traspatio","Movie",6.9,122,2009,1603,"No"
"Q2940755","tt1364478","82-2010","Morocco","Casanegra","Moroccan Arabic","Nour-Eddine Lakhmari","Not nominated","E",NA,"","Casanegra","Casanegra","Movie",7.2,131,2008,1180,"No"
"Q1753970","tt1029235","82-2010","Norway","Max Manus","Norwegian, German","Joachim Rønning & Espen Sandberg","Not nominated","E",7,"2023-11-05","Max Manus: Man of War","Max Manus","Movie",7.3,118,2010,29899,"Yes"
"Q21161219","tt1429338","82-2010","Philippines","Grandpa Is Dead","Filipino","Soxie Topacio","Not nominated","E",NA,"","Grandpa Is Dead","Ded na si Lolo","Movie",7.2,90,2009,93,"No"
"Q2147045","tt1514837","82-2010","Poland","Reverse","Polish","Borys Lankosz","Not nominated","E",NA,"","The Reverse","Rewers","Movie",7,99,2009,2309,"No"
"Q5297087","tt1080813","82-2010","Portugal","Doomed Love","Portuguese","Mário Barroso","Not nominated","E",NA,"","Doomed Love","Um Amor de Perdição","Movie",5.6,81,2008,279,"No"
"Q122480578","tt1192412","82-2010","Puerto Rico","Kabo and Platon","Spanish","Edmundo H. Rodríguez","Not nominated","E",NA,"","Kabo & Platon","Kabo & Platon","Movie",6.2,90,2009,29,"No"
"Q2913585","tt1337051","82-2010","Romania","Police, Adjective","Romanian","Corneliu Porumboiu","Not nominated","E",NA,"","Police, Adjective","Politist, adjectiv","Movie",6.9,113,2009,5362,"No"
"Q4342462","tt1446130","82-2010","Russia","Ward No. 6","Russian","Aleksandr Gornovsky & Karen Shakhnazarov","Not nominated","E",NA,"","Ward No. 6","Palata N°6","Movie",6.3,83,2009,817,"No"
"Q2984738","tt0906083","82-2010","Serbia","St. George Shoots the Dragon","Serbian","Srdjan Dragojevic","Not nominated","E",NA,"","St. George Shoots the Dragon","Sveti Georgije ubiva azdahu","Movie",6.4,120,2009,1889,"No"
"Q12040527","tt1369830","82-2010","Slovakia","Broken Promise","Slovak, Russian","Jirí Chlumský","Not nominated","E",NA,"","Broken Promise","Nedodrzaný slub","Movie",6.7,129,2009,472,"No"
"Q7208704","tt1288482","82-2010","Slovenia","Landscape No. 2","Slovene","Vinko Moderndorfer","Not nominated","E",NA,"","Landscape No.2","Pokrajina St.2","Movie",6.4,90,2008,379,"No"
"Q13522764","tt1213929","82-2010","South Africa","White Wedding","Afrikaans, Xhosa, Setswana, Zulu, English","Jann Turner","Not nominated","E",NA,"","White Wedding","White Wedding","Movie",6.1,93,2009,648,"No"
"Q483761","tt1216496","82-2010","South Korea","Mother","Korean","Bong Joon-ho","Not nominated","E",NA,"","Mother","Madeo","Movie",7.7,129,2009,72328,"No"
"Q3826202","tt1243375","82-2010","Spain","The Dancer and the Thief","Spanish","Fernando Trueba","Not nominated","E",NA,"","The Dancer and the Thief","El Baile de la Victoria","Movie",6.1,127,2009,1444,"No"
"Q7761098","tt1532567","82-2010","Sri Lanka","The Road from Elephant Pass","Sinhala, Tamil","Chandran Rutnam","Not nominated","E",NA,"","Alimankada","Alimankada","Movie",7.7,120,2010,124,"No"
"Q218496","tt1232826","82-2010","Sweden","Involuntary","Swedish","Ruben Östlund","Not nominated","E",NA,"","Involuntary","De ofrivilliga","Movie",6.9,98,2008,6545,"No"
"Q666600","tt1319569","82-2010","Switzerland","Home","French","Ursula Meier","Not nominated","E",NA,"","Home","Home","Movie",6.9,98,2008,5046,"No"
"Q5032859","tt1456584","82-2010","Taiwan","Cannot Live Without You","Hakka, Taiwanese Hokkien, Mandarin","Leon Dai","Not nominated","E",NA,"","Cannot Live Without You","Bu neng mei you ni","Movie",7.4,93,2009,615,"No"
"Q6531719","tt1522145","82-2010","Thailand","Best of Times","Thai","Youngyooth Thongkonthun","Not nominated","E",NA,"","Khwaam jam sun... Tae rak chan yao","Khwaam jam sun... Tae rak chan yao","Movie",6.9,117,2009,379,"No"
"Q942852","tt1347521","82-2010","Turkey","I Saw the Sun","Turkish","Mahsun Kırmızıgül","Not nominated","E",NA,"","Günesi Gördüm","Günesi Gördüm","Movie",6.6,120,2009,10751,"No"
"Q4689102","tt1334510","82-2010","United Kingdom","Afghan Star","Dari, Pashto, English","Havana Marking","Not nominated","E",NA,"","Afghan Star","Afghan Star","Movie",7.2,110,2009,1017,"No"
"Q613161","tt1388402","82-2010","Uruguay","Bad Day for Fishing","Spanish","Álvaro Brechner","Not nominated","E",NA,"","Mal día para pescar","Mal día para pescar","Movie",6.9,110,2009,1282,"No"
"Q5974819","tt1527824","82-2010","Venezuela","Libertador Morales, El Justiciero","Libertador Morales, El Justiciero","Efterpi Charalambidis","Not nominated","E",NA,"","Libertador Morales, el justiciero","Libertador Morales, el justiciero","Movie",5.5,102,2009,74,"No"
"Q5291493","tt1495738","82-2010","Vietnam","Don't Burn It","Vietnamese","Đặng Nhật Minh","Not nominated","E",NA,"","Dung dot","Dung dot","Movie",6.7,100,2009,115,"No"
"Q477839","tt1227787","82-2010","Algeria","London River","French, English","Rachid Bouchareb","Disqualified","F",NA,"","London River","London River","Movie",6.9,84,2009,3890,"No"
"Q4449927","tt1124364","82-2010","Mongolia","By the Will of Genghis Khan","Yakut, Russian","Andrei Borissov","Disqualified","F",NA,"","By the Will of Chingis Khan","Tayna Chingis Khaana","Movie",4.6,127,2009,478,"No"
"Q954182","tt1340107","83-2011","Denmark","In a Better World","Danish, Swedish, English, Arabic, Catalan, Spanish","Susanne Bier","Won Academy Award","A",NA,"","In a Better World","Hævnen","Movie",7.6,118,2010,41838,"No"
"Q1679822","tt1229381","83-2011","Algeria","Hors la Loi","French, Arabic","Rachid Bouchareb","Nominated","B",NA,"","Outside the Law","Hors la loi","Movie",6.6,138,2010,4134,"No"
"Q1212650","tt1255953","83-2011","Canada","Incendies","French, Arabic","Denis Villeneuve","Nominated","B",NA,"","Incendies","Incendies","Movie",8.3,131,2010,204434,"No"
"Q1075918","tt1379182","83-2011","Greece","Dogtooth","Greek","Yorgos Lanthimos","Nominated","B",NA,"","Dogtooth","Kynodontas","Movie",7.2,97,2009,111727,"No"
"Q879174","tt1164999","83-2011","Mexico","Biutiful","Spanish, Mandarin, Wolof","Alejandro González Iñárritu","Nominated","B",NA,"","Biutiful","Biutiful","Movie",7.4,148,2010,94891,"No"
"Q1364843","tt1590089","83-2011","Japan","Confessions","Japanese","Tetsuya Nakashima","Made shortlist","D",9,"2023-11-23","Confessions","Kokuhaku","Movie",7.7,106,2010,42297,"Yes"
"Q3226996","tt1646111","83-2011","South Africa","Life, Above All","Northern Sotho","Oliver Schmitz","Made shortlist","D",NA,"","Life, Above All","Le secret de Chanda","Movie",7.1,100,2010,1513,"No"
"Q746730","tt1422032","83-2011","Spain","Even the Rain","Spanish, Quechua, English","Icíar Bollaín","Made shortlist","D",NA,"","Even the Rain","También la lluvia","Movie",7.4,103,2010,14265,"No"
"Q1659521","tt1686313","83-2011","Sweden","Simple Simon","Swedish","Andreas Öhman","Made shortlist","D",NA,"","Simple Simon","I rymden finns inga känslor","Movie",7,85,2010,10211,"No"
"Q7718466","tt1598435","83-2011","Afghanistan","The Black Tulip","Dari, Pashto, English, Arabic, Italian","Sonia Nassery Cole","Not nominated","E",NA,"","The Black Tulip","The Black Tulip","Movie",7.3,116,2010,116,"No"
"Q3303206","tt1426360","83-2011","Albania","East, West, East","Albanian, Italian, Slovene, Serbian","Gjergj Xhuvani","Not nominated","E",NA,"","East, West, East: The Final Sprint","East, West, East: The Final Sprint","Movie",6.5,100,2009,110,"No"
"Q658012","tt1542852","83-2011","Argentina","Carancho","Spanish","Pablo Trapero","Not nominated","E",NA,"","Carancho","Carancho","Movie",6.8,107,2010,8845,"No"
"Q666790","tt1426371","83-2011","Austria","La Pivellina","Italian","Tizza Covi & Rainer Frimmel","Not nominated","E",NA,"","Little Girl","La pivellina","Movie",7.1,100,2009,741,"No"
"Q4479315","tt1718182","83-2011","Azerbaijan","The Precinct","Azeri, Russian","Ilgar Safat","Not nominated","E",NA,"","Sahä","Sahä","Movie",6.6,118,2010,136,"No"
"Q7784920","tt1514446","83-2011","Bangladesh","Third Person Singular Number","Bengali","Mostofa Sarwar Farooki","Not nominated","E",NA,"","Third Person Singular Number","Third Person Singular Number","Movie",7.1,124,2009,2943,"No"
"Q2268308","tt1503777","83-2011","Belgium","Illegal","French, Russian, English","Olivier Masset-Depasse","Not nominated","E",NA,"","Illégal","Illégal","Movie",6.8,90,2010,944,"No"
"Q3414778","tt1417067","83-2011","Bosnia and Herzegovina","Circus Columbia","Bosnian, English","Danis Tanović","Not nominated","E",NA,"","Cirkus Columbia","Cirkus Columbia","Movie",7.2,113,2010,2665,"No"
"Q6702741","tt1442576","83-2011","Brazil","Lula, the Son of Brazil","Brazilian Portuguese","Fábio Barreto","Not nominated","E",NA,"","Lula, the Son of Brazil","Lula, o Filho do Brasil","Movie",4.5,130,2009,3104,"No"
"Q3044536","tt1426361","83-2011","Bulgaria","Eastern Plays","Bulgarian, Turkish, English","Kamen Kalev","Not nominated","E",NA,"","Eastern Plays","Iztochni piesi","Movie",7.1,83,2009,3197,"No"
"Q3213635","tt1672078","83-2011","Chile","The Life of Fish","Spanish","Matías Bize","Not nominated","E",NA,"","The Life of Fish","La Vida de los Peces","Movie",6.7,84,2010,1671,"No"
"Q389303","tt1393746","83-2011","China","Aftershock","Mandarin","Feng Xiaogang","Not nominated","E",NA,"","Aftershock","Tang shan da di zhen","Movie",7.5,135,2010,9779,"No"
"Q974036","tt1503773","83-2011","Colombia","Crab Trap","Spanish","Oscar Ruíz Navia","Not nominated","E",NA,"","El vuelco del cangrejo","El vuelco del cangrejo","Movie",6.6,95,2009,478,"No"
"Q7078771","tt1206479","83-2011","Costa Rica","Of Love and Other Demons","Del amor y otros demonios","Hilda Hidalgo","Not nominated","E",NA,"","Del amor y otros demonios","Del amor y otros demonios","Movie",6.1,95,2009,514,"No"
"Q7718511","tt1372687","83-2011","Croatia","The Blacks","Croatian","Goran Devic & Zvonimir Juric","Not nominated","E",NA,"","Crnci","Crnci","Movie",6,75,2009,497,"No"
"Q3500440","tt1552197","83-2011","Czech Republic","Kawasaki's Rose","Czech","Jan Hřebejk","Not nominated","E",NA,"","Kawasakiho ruze","Kawasakiho ruze","Movie",7,100,2009,758,"No"
"Q6821824","tt1664814","83-2011","Egypt","Messages from the Sea","Arabic","Daoud Abdel Sayed","Not nominated","E",NA,"","Messages from the Sea","Rassayel el bahr","Movie",7.3,133,2010,1860,"No"
"Q2948124","tt1247696","83-2011","Estonia","The Temptation of St. Tony","Estonian","Veiko Õunpuu","Not nominated","E",NA,"","The Temptation of St. Tony","Püha Tõnu kiusamine","Movie",7.1,114,2009,1385,"No"
"Q2869484","tt1130965","83-2011","Ethiopia","The Athlete","Amharic, English, Oromo, Norwegian","Davey Frankel, Rasselas Lakew","Not nominated","E",NA,"","The Athlete","Atletu","Movie",6.6,92,2009,261,"No"
"Q7605379","tt1583323","83-2011","Finland","Steam of Life","Finnish","Joonas Berghäll, Mika Hotakainen","Not nominated","E",NA,"","Miesten vuoro","Miesten vuoro","Movie",7.8,81,2010,2693,"No"
"Q1130313","tt1588337","83-2011","France","Of Gods and Men","French, Arabic","Xavier Beauvois","Not nominated","E",NA,"","Of Gods and Men","Des hommes et des dieux","Movie",7.2,122,2010,16137,"No"
"Q4163303","tt1543701","83-2011","Georgia","Street Days","Georgian","Levan Koguashvili","Not nominated","E",NA,"","Street Days","Quchis dgeebi","Movie",7.7,89,2010,1254,"No"
"Q558297","tt1288376","83-2011","Germany","When We Leave","German, Turkish","Feo Aladag","Not nominated","E",NA,"","When We Leave","Die Fremde","Movie",7.5,119,2010,5568,"No"
"Q1758883","tt1235162","83-2011","Greenland","Nuummioq","Greenlandic,  Danish","Torben Bech, Otto Rosing","Not nominated","E",NA,"","Nuummioq","Nuummioq","Movie",6,95,2009,237,"No"
"Q2132352","tt1602572","83-2011","Hong Kong","Echoes of the Rainbow","Cantonese","Alex Law","Not nominated","E",NA,"","Echoes of the Rainbow","Sui yuet san tau","Movie",7.4,117,2010,2410,"No"
"Q958885","tt0997035","83-2011","Hungary","Bibliothèque Pascal","Romanian, Hungarian, English","Szabolcs Hajdu","Not nominated","E",NA,"","Bibliothèque Pascal","Bibliothèque Pascal","Movie",7,105,2010,1993,"No"
"Q3285014","tt1438466","83-2011","Iceland","Mamma Gogo","Icelandic","Friðrik Þór Friðriksson","Not nominated","E",NA,"","Mamma Gógó","Mamma Gógó","Movie",6.5,90,2010,386,"No"
"Q3627503","tt1447508","83-2011","India","Peepli","Hindi","Anusha Rizvi","Not nominated","E",NA,"","Peepli [Live]","Peepli [Live]","Movie",7.4,95,2010,12811,"No"
"Q5917717","tt1657319","83-2011","Indonesia","How Funny (This Country Is)","Indonesian","Deddy Mizwar","Not nominated","E",NA,"","Alangkah Lucunya (Negeri Ini)","Alangkah Lucunya (Negeri Ini)","Movie",7.6,104,2010,281,"No"
"Q5435020","tt1786476","83-2011","Iran","Farewell Baghdad","Arabic, English, Persian","Mehdi Naderi","Not nominated","E",NA,"","Farewell Baghdad","Farewell Baghdad","Movie",5.5,97,2010,146,"No"
"Q2014649","tt1415290","83-2011","Iraq","Son of Babylon","Arabic, Kurdish","Mohamed Al-Daradji","Not nominated","E",NA,"","Son of Babylon","Syn Babilonu","Movie",7.2,100,2009,1534,"No"
"Q1215712","tt1311075","83-2011","Israel","The Human Resources Manager","Hebrew, Romanian, English","Eran Riklis","Not nominated","E",NA,"","The Human Resources Manager","The Human Resources Manager","Movie",6.6,103,2010,1498,"No"
"Q2405379","tt1467273","83-2011","Italy","La Prima Cosa Bella","Italian","Paolo Virzì","Not nominated","E",NA,"","The First Beautiful Thing","La prima cosa bella","Movie",7,122,2010,5461,"No"
"Q7622585","tt1494812","83-2011","Kazakhstan","Strayed","Russian","Akan Satayev","Not nominated","E",NA,"","Strayed","Zabludivshiysya","Movie",5.5,90,2009,273,"No"
"Q7747267","tt1646979","83-2011","Kyrgyzstan","The Light Thief","Kyrgyz","Aktan Arym Kubat","Not nominated","E",NA,"","The Light Thief","Svet-Ake","Movie",6.4,80,2010,449,"No"
"Q10732446","tt1572146","83-2011","Latvia","Hong Kong Confidential","Cantonese, Japanese, English","Māris Martinsons","Not nominated","E",NA,"","Amaya","Amaya","Movie",6.5,110,2010,566,"No"
"Q3070881","tt1588880","83-2011","Macedonia","Mothers","Macedonian","Milčo Mančevski","Not nominated","E",NA,"","Mothers","Majki","Movie",7.3,123,2010,811,"No"
"Q4354546","tt1418760","83-2011","Netherlands","Tirza","Dutch, English","Rudolf van den Berg","Not nominated","E",NA,"","Tirza","Tirza","Movie",6.4,100,2010,1747,"No"
"Q3213992","tt1581322","83-2011","Nicaragua","La Yuma","Spanish","Florence Jaugey","Not nominated","E",NA,"","La Yuma","La Yuma","Movie",6.6,90,2009,254,"No"
"Q4762042","tt1208664","83-2011","Norway","Angel","Norwegian","Margreth Olin","Not nominated","E",NA,"","The Angel","Engelen","Movie",6.7,97,2009,875,"No"
"Q2640882","tt1368491","83-2011","Peru","Undertow","Spanish","Javier Fuentes-León","Not nominated","E",NA,"","Undertow","Contracorriente","Movie",7.7,97,2009,7222,"No"
"Q7067329","tt1659291","83-2011","Philippines","Noy","Filipino, English","Dondon Santos","Not nominated","E",NA,"","Noy","Noy","Movie",6.3,104,2010,69,"No"
"Q2740166","tt1442584","83-2011","Poland","All That I Love","Polish","Jacek Borcuch","Not nominated","E",NA,"","Wszystko, co kocham","Wszystko, co kocham","Movie",6.8,95,2009,1877,"No"
"Q33139","tt1424361","83-2011","Portugal","To Die Like a Man","Portuguese","João Pedro Rodrigues","Not nominated","E",NA,"","Morrer Como Um Homem","Morrer Como Um Homem","Movie",6.4,134,2009,1268,"No"
"Q6843810","tt1314285","83-2011","Puerto Rico","Miente","Spanish","Rafi Mercado","Not nominated","E",NA,"","Miente","Miente","Movie",5.7,94,2009,93,"No"
"Q2440163","tt1590024","83-2011","Romania","If I Want to Whistle, I Whistle","Romanian","Florin Șerban","Not nominated","E",NA,"","If I Want to Whistle, I Whistle","Eu când vreau sa fluier, fluier","Movie",7,94,2010,6574,"No"
"Q1786295","tt1706414","83-2011","Russia","The Edge","Russian","Alexei Uchitel","Not nominated","E",NA,"","The Edge","Kray","Movie",6.5,124,2010,3251,"No"
"Q6589913","tt1272006","83-2011","Serbia","Besa","Serbian, Albanian","Srđan Karanović","Not nominated","E",NA,"","Besa","Besa","Movie",7.2,106,2009,653,"No"
"Q7719390","tt1533039","83-2011","Slovakia","Hranica","Slovak, Hungarian","Jaroslav Vojtek","Not nominated","E",NA,"","Hranica","Hranica","Movie",7.5,72,2009,56,"No"
"Q2818742","tt1361326","83-2011","Slovenia","9:06","Slovene","Igor Sterk","Not nominated","E",NA,"","9:06","9:06","Movie",5.5,71,2009,333,"No"
"Q859260","tt1583213","83-2011","South Korea","A Barefoot Dream","Korean, Tetum","Kim Tae-kyun","Not nominated","E",NA,"","A Barefoot Dream","Maen-bal-eui ggoom","Movie",7.1,121,2010,422,"No"
"Q682589","tt1401669","83-2011","Switzerland","La petite chambre","French","Stéphanie Chuat, Véronique Reymond","Not nominated","E",NA,"","The Little Bedroom","La petite chambre","Movie",7,87,2010,274,"No"
"Q713453","tt1604900","83-2011","Taiwan","Monga","Mandarin, Taiwanese Hokkien","Doze Niu","Not nominated","E",NA,"","Monga","Báng-kah","Movie",6.9,140,2010,3141,"No"
"Q553901","tt1588895","83-2011","Thailand","Uncle Boonmee Who Can Recall His Past Lives","Thai","Apichatpong Weerasethakul","Not nominated","E",NA,"","Uncle Boonmee Who Can Recall His Past Lives","Loong Boonmee raleuk chat","Movie",6.7,114,2010,17535,"No"
"Q804582","tt1571724","83-2011","Turkey","Bal","Turkish","Semih Kaplanoglu","Not nominated","E",NA,"","Honey","Bal","Movie",7.1,103,2010,7509,"No"
"Q4660387","tt1719497","83-2011","Uruguay","A Useful Life","Spanish","Federico Veiroj","Not nominated","E",NA,"","A Useful Life","La vida útil","Movie",6.4,67,2010,1042,"No"
"Q5741182","tt1588358","83-2011","Venezuela","Hermano","Hermano","Marcel Rasquin","Not nominated","E",NA,"","Brother","Hermano","Movie",7.2,97,2010,2651,"No"
"Q640561","tt1832382","84-2012","Iran","A Separation","Persian","Asghar Farhadi","Won Academy Award","A",8,"2023-08-31","A Separation","Jodaeiye Nader az Simin","Movie",8.3,123,2011,259915,"Yes"
"Q181823","tt1821593","84-2012","Belgium","Bullhead","Dutch, French, Limburgish, West Flemish","Michaël R. Roskam","Nominated","B",NA,"","Bullhead","Rundskop","Movie",7.3,129,2011,24361,"No"
"Q1679872","tt2011971","84-2012","Canada","Monsieur Lazhar","French, Arabic","Philippe Falardeau","Nominated","B",NA,"","Monsieur Lazhar","Monsieur Lazhar","Movie",7.5,95,2011,21238,"No"
"Q324292","tt1445520","84-2012","Israel","Footnote","Hebrew","Joseph Cedar","Nominated","B",NA,"","Footnote","Hearat Shulayim","Movie",7.1,107,2011,6349,"No"
"Q699338","tt1417075","84-2012","Poland","In Darkness","Polish, German, Yiddish, Ukrainian","Agnieszka Holland","Nominated","B",NA,"","In Darkness","W ciemnosci","Movie",7.3,145,2011,11190,"No"
"Q1346495","tt1609492","84-2012","Denmark","SuperClásico","Danish, Spanish","Ole Christian Madsen","Made shortlist","D",NA,"","SuperClásico","Superclásico","Movie",6.3,99,2011,2615,"No"
"Q327027","tt1440266","84-2012","Germany","Pina","German, English, French, Italian, Portuguese, Russian, Slovene, Korean, Spanish","Wim Wenders","Made shortlist","D",NA,"","Pina","Pina","Movie",7.6,103,2011,16025,"No"
"Q3351917","tt1710590","84-2012","Morocco","Omar Killed Me","French, Arabic","Roschdy Zem","Made shortlist","D",NA,"","Omar Killed Me","Omar m'a tuer","Movie",6.6,85,2011,1623,"No"
"Q647130","tt2007993","84-2012","Taiwan","Seediq Bale","Seediq, Japanese, Taiwanese Hokkien, Mandarin","Wei Te-sheng","Made shortlist","D",NA,"","Warriors of the Rainbow: Seediq Bale I","Sai de ke · ba lai: Tai yang qi","Movie",7.4,144,2011,7351,"No"
"Q647130","tt4164468","84-2012","Taiwan","Seediq Bale","Seediq, Japanese, Taiwanese Hokkien, Mandarin","Wei Te-sheng","Made shortlist","D",NA,"","Warriors of the Rainbow: Seediq Bale II","Sai de ke · ba lai: Cai hong qiao","Movie",7.6,132,2011,1866,"No"
"Q4747374","tt1815586","84-2012","Albania","Amnesty","Albanian","Bujar Alimani","Not nominated","E",NA,"","Amnesty","Amnistia","Movie",6.2,83,2011,229,"No"
"Q4663322","tt1554426","84-2012","Argentina","Aballay","Spanish","Fernando Spiner","Not nominated","E",NA,"","Six Shooters","Aballay, el hombre sin miedo","Movie",6,103,2010,477,"No"
"Q757499","tt1680679","84-2012","Austria","Breathing","German","Karl Markovics","Not nominated","E",NA,"","Breathing","Atmen","Movie",7,94,2011,3038,"No"
"Q4884866","tt1730186","84-2012","Bosnia and Herzegovina","Belvedere","Bosnian","Ahmed Imamović","Not nominated","E",NA,"","Belvedere","Belvedere","Movie",6.9,90,2010,211,"No"
"Q142695","tt1555149","84-2012","Brazil","Elite Squad: The Enemy Within","Brazilian Portuguese","José Padilha","Not nominated","E",8,"2024-05-15","Elite Squad 2: The Enemy Within","Tropa de Elite 2: O Inimigo Agora é Outro","Movie",8,115,2010,87241,"Yes"
"Q7802989","tt1680019","84-2012","Bulgaria","Tilt","Bulgarian","Viktor Chouchkov","Not nominated","E",NA,"","Tilt","Tilt","Movie",7.3,94,2010,3567,"No"
"Q942581","tt2014392","84-2012","Chile","Violeta Went to Heaven","Spanish","Andrés Wood","Not nominated","E",NA,"","Violeta Went to Heaven","Violeta se fue a los cielos","Movie",7.1,110,2011,2425,"No"
"Q699224","tt1410063","84-2012","China","The Flowers of War","Mandarin, English","Zhang Yimou","Not nominated","E",NA,"","The Flowers of War","Jin ling shi san chai","Movie",7.5,146,2011,55946,"No"
"Q3072946","tt1715853","84-2012","Colombia","The Colors of the Mountain","Spanish","Carlos César Arbeláez","Not nominated","E",NA,"","The Colors of the Mountain","Los colores de la montaña","Movie",7.1,90,2010,1769,"No"
"Q3446027","tt1401672","84-2012","Croatia","72 Days","Croatian, Serbian","Danilo Šerbedžija","Not nominated","E",NA,"","72 days","Sedamdeset i dva dana","Movie",6.8,93,2010,1084,"No"
"Q3813429","tt2034692","84-2012","Cuba","Havanastation","Spanish","Ian Padrón","Not nominated","E",NA,"","Habanastation","Habanastation","Movie",6.7,95,2011,238,"No"
"Q1330720","tt1374985","84-2012","Czech Republic","Alois Nebel","Czech","Tomás Lunák","Not nominated","E",NA,"","Alois Nebel","Alois Nebel","Movie",6.6,84,2011,1623,"No"
"Q6466199","tt1733536","84-2012","Dominican Republic","Love Child","Spanish","Leticia Tonos","Not nominated","E",NA,"","Love Child","La hija natural","Movie",6.2,97,2011,173,"No"
"Q556727","tt1825755","84-2012","Egypt","Lust","Arabic","Khaled El Hagar","Not nominated","E",NA,"","Lust","El-Shoq","Movie",5.9,135,2010,181,"No"
"Q11050752","tt1433851","84-2012","Estonia","Letters to Angel","Estonian","Sulev Keedus","Not nominated","E",NA,"","Letters to Angel","Kirjad Inglile","Movie",6,118,2011,108,"No"
"Q736498","tt1508675","84-2012","Finland","Le Havre","French","Aki Kaurismäki","Not nominated","E",NA,"","Le Havre","Le Havre","Movie",7.2,93,2011,23750,"No"
"Q1033136","tt1931470","84-2012","France","Declaration of War","La guerre est déclarée","Valérie Donzelli","Not nominated","E",NA,"","Declaration of War","La guerre est déclarée","Movie",7,100,2011,5332,"No"
"Q2956419","tt1646962","84-2012","Georgia","Chantrapas","Georgian, French, Russian","Otar Iosseliani","Not nominated","E",NA,"","Chantrapas","Chantrapas","Movie",6.2,122,2010,378,"No"
