"ItemTitle","IMDBid","Rating","Rated.Date"
"Red Oaks","tt3973820","5","Rated on 18 Jul 2021"
"Upload","tt7826376","5","Rated on 18 Jul 2021"
"Jack Ryan","tt5057054","6","Rated on 18 Jul 2021"
"Goliath","tt4687880","6","Rated on 18 Jul 2021"
"The Marvelous Mrs. Maisel","tt5788792","8","Rated on 18 Jul 2021"
"Fleabag","tt5687612","9","Rated on 18 Jul 2021"
"The Boys","tt1190634","6","Rated on 18 Jul 2021"
"Invincible","tt6741278","8","Rated on 18 Jul 2021"
"The Flight Attendant","tt7569576","8","Rated on 18 Jul 2021"
"Made for Love","tt7808566","6","Rated on 18 Jul 2021"
"Hacks","tt11815682","9","Rated on 18 Jul 2021"
"Starstruck","tt10801368","7","Rated on 18 Jul 2021"
"LFG","tt14375756","4","Rated on 18 Jul 2021"
"Rose Matafeo: Horndog","tt11459860","6","Rated on 18 Jul 2021"
"Superintelligence","tt7178640","6","Rated on 18 Jul 2021"
"Let Them All Talk","tt10808832","4","Rated on 18 Jul 2021"
"Locked Down","tt13061914","2","Rated on 18 Jul 2021"
"The Witches","tt0805647","3","Rated on 18 Jul 2021"
"An American Pickle","tt9059704","5","Rated on 18 Jul 2021"
"To All the Boys: Always and Forever","tt10676012","6","Rated on 18 Jul 2021"
"A California Christmas","tt13055780","3","Rated on 18 Jul 2021"
"The Prom","tt10161886","4","Rated on 18 Jul 2021"
"Hillbilly Elegy","tt6772802","3","Rated on 18 Jul 2021"
"A Babysitter's Guide to Monster Hunting","tt4844150","5","Rated on 18 Jul 2021"
"Hubie Halloween","tt10682266","2","Rated on 18 Jul 2021"
"Vampires vs. the Bronx","tt8976576","5","Rated on 18 Jul 2021"
"The Boys in the Band","tt10199914","6","Rated on 18 Jul 2021"
"Enola Holmes","tt7846844","7","Rated on 18 Jul 2021"
"The Devil All the Time","tt7395114","6","Rated on 18 Jul 2021"
"All Together Now","tt3155342","6","Rated on 18 Jul 2021"
"Love, Guaranteed","tt11100856","3","Rated on 18 Jul 2021"
"Work It","tt10276470","6","Rated on 18 Jul 2021"
"The Kissing Booth 2","tt9784456","4","Rated on 18 Jul 2021"
"The Old Guard","tt7556122","6","Rated on 18 Jul 2021"
"Desperados","tt1545304","3","Rated on 18 Jul 2021"
"Eurovision Song Contest: The Story of Fire Saga","tt8580274","5","Rated on 18 Jul 2021"
"Feel the Beat","tt10714856","5","Rated on 18 Jul 2021"
"The Lovebirds","tt8851668","6","Rated on 18 Jul 2021"
"Extraction","tt8936646","4","Rated on 18 Jul 2021"
"Spenser Confidential","tt8629748","4","Rated on 18 Jul 2021"
"All the Bright Places","tt3907584","6","Rated on 18 Jul 2021"
"To All the Boys: P.S. I Still Love You","tt9354842","4","Rated on 18 Jul 2021"
"Uncut Gems","tt5727208","7","Rated on 18 Jul 2021"
"The Two Popes","tt8404614","7","Rated on 18 Jul 2021"
"6 Underground","tt8106534","3","Rated on 18 Jul 2021"
"Between Two Ferns: The Movie","tt9398640","2","Rated on 18 Jul 2021"
"Tall Girl","tt9252508","5","Rated on 18 Jul 2021"
"Murder Mystery","tt1618434","2","Rated on 18 Jul 2021"
"Always Be My Maybe","tt7374948","5","Rated on 18 Jul 2021"
"See You Yesterday","tt8743064","5","Rated on 18 Jul 2021"
"The Last Summer","tt7957694","2","Rated on 18 Jul 2021"
"The Perfect Date","tt8201170","2","Rated on 18 Jul 2021"
"Unicorn Store","tt2338454","4","Rated on 18 Jul 2021"
"Isn't It Romantic","tt2452244","3","Rated on 18 Jul 2021"
"The Breaker Upperers","tt6728096","4","Rated on 18 Jul 2021"
"Velvet Buzzsaw","tt7043012","5","Rated on 18 Jul 2021"
"Dumplin'","tt4878482","6","Rated on 18 Jul 2021"
"Mowgli: Legend of the Jungle","tt2388771","5","Rated on 18 Jul 2021"
"The Kindergarten Teacher","tt6952960","5","Rated on 18 Jul 2021"
"Nappily Ever After","tt0365545","5","Rated on 18 Jul 2021"
"Sierra Burgess Is a Loser","tt3120280","3","Rated on 18 Jul 2021"
"The Guernsey Literary and Potato Peel Pie Society","tt1289403","6","Rated on 18 Jul 2021"
"Alex Strangelove","tt5688996","3","Rated on 18 Jul 2021"
"Ibiza","tt3685236","2","Rated on 18 Jul 2021"
"The Kissing Booth","tt3799232","4","Rated on 18 Jul 2021"
"Mute","tt1464763","3","Rated on 18 Jul 2021"
"When We First Met","tt5783956","6","Rated on 18 Jul 2021"
"Bright","tt5519340","4","Rated on 18 Jul 2021"
"Our Souls at Night","tt5034266","5","Rated on 18 Jul 2021"
"The Little Prince","tt1754656","7","Rated on 18 Jul 2021"
"The Fundamentals of Caring","tt2452386","7","Rated on 18 Jul 2021"
"Yours, Mine & Ours","tt0443295","3","Rated on 18 Jul 2021"
"You, Me and Dupree","tt0463034","3","Rated on 18 Jul 2021"
"What Happens in Vegas","tt1033643","3","Rated on 18 Jul 2021"
"Waitress","tt0473308","6","Rated on 18 Jul 2021"
"Valentine's Day","tt0817230","3","Rated on 18 Jul 2021"
"That Awkward Moment","tt1800246","2","Rated on 18 Jul 2021"
"Take Me Home Tonight","tt0810922","3","Rated on 18 Jul 2021"
"Sex and the City","tt1000774","6","Rated on 18 Jul 2021"
"Rumor Has It...","tt0398375","4","Rated on 18 Jul 2021"
"Prime","tt0387514","4","Rated on 18 Jul 2021"
"Penelope","tt0472160","6","Rated on 18 Jul 2021"
"Overboard","tt0093693","5","Rated on 18 Jul 2021"
"The Nanny Diaries","tt0489237","3","Rated on 18 Jul 2021"
"Monte Carlo","tt1067774","4","Rated on 18 Jul 2021"
"Maid in Manhattan","tt0252076","3","Rated on 18 Jul 2021"
"Look Who's Talking","tt0097778","3","Rated on 18 Jul 2021"
"Little Manhattan","tt0412922","6","Rated on 18 Jul 2021"
"Little Black Book","tt0361841","3","Rated on 18 Jul 2021"
"Laws of Attraction","tt0323033","4","Rated on 18 Jul 2021"
"Killers","tt1103153","2","Rated on 18 Jul 2021"
"Just My Luck","tt0397078","2","Rated on 18 Jul 2021"
"It's Kind of a Funny Story","tt0804497","7","Rated on 18 Jul 2021"
"It's Complicated","tt1230414","5","Rated on 18 Jul 2021"
"In Good Company","tt0385267","4","Rated on 18 Jul 2021"
"The House Bunny","tt0852713","2","Rated on 18 Jul 2021"
"Going the Distance","tt1322312","4","Rated on 18 Jul 2021"
"Ghosts of Girlfriends Past","tt0821640","3","Rated on 18 Jul 2021"
"Employee of the Month","tt0424993","4","Rated on 18 Jul 2021"
"Elizabethtown","tt0368709","2","Rated on 18 Jul 2021"
"Did You Hear About the Morgans?","tt1314228","2","Rated on 18 Jul 2021"
"Date Night","tt1279935","2","Rated on 18 Jul 2021"
"A Guy Thing","tt0295289","3","Rated on 18 Jul 2021"
"40 Days and 40 Nights","tt0243736","4","Rated on 18 Jul 2021"
"10 Years","tt1715873","6","Rated on 18 Jul 2021"
"Return to Me","tt0122459","6","Rated on 18 Jul 2021"
"Wanderlust","tt1655460","2","Rated on 18 Jul 2021"
"Along Came Polly","tt0343135","3","Rated on 18 Jul 2021"
"How Do You Know","tt1341188","3","Rated on 18 Jul 2021"
"Something Borrowed","tt0491152","3","Rated on 18 Jul 2021"
"The Princess Diaries 2: Royal Engagement","tt0368933","2","Rated on 18 Jul 2021"
"Chasing Liberty","tt0360139","4","Rated on 18 Jul 2021"
"Fool's Gold","tt0770752","5","Rated on 18 Jul 2021"
"Monster-in-Law","tt0369735","2","Rated on 18 Jul 2021"
"Tuck Everlasting","tt0283084","2","Rated on 18 Jul 2021"
"How to Deal","tt0319524","3","Rated on 18 Jul 2021"
"Nick and Norah's Infinite Playlist","tt0981227","4","Rated on 18 Jul 2021"
"Dan in Real Life","tt0480242","4","Rated on 18 Jul 2021"
"New Year's Eve","tt1598822","2","Rated on 18 Jul 2021"
"Just Go with It","tt1564367","2","Rated on 18 Jul 2021"
"The Lake House","tt0410297","3","Rated on 18 Jul 2021"
"No Reservations","tt0481141","3","Rated on 18 Jul 2021"
"Music and Lyrics","tt0758766","4","Rated on 18 Jul 2021"
"John Tucker Must Die","tt0455967","1","Rated on 18 Jul 2021"
"First Daughter","tt0361620","2","Rated on 18 Jul 2021"
"Catch and Release","tt0395495","2","Rated on 18 Jul 2021"
"Mystic Pizza","tt0095690","6","Rated on 18 Jul 2021"
"Frost/Nixon","tt0870111","7","Rated on 18 Jul 2021"
"Kid 90","tt14035292","6","Rated on 18 Jul 2021"
"Mid90s","tt5613484","7","Rated on 18 Jul 2021"
"Jersey Girl","tt0300051","5","Rated on 18 Jul 2021"
"Red State","tt0873886","4","Rated on 18 Jul 2021"
"Space Jam: A New Legacy","tt3554046","1","Rated on 17 Jul 2021"
"Leave It to Beaver","tt0119509","2","Rated on 15 Jul 2021"
"My Giant","tt0120765","2","Rated on 15 Jul 2021"
"Pokémon the Movie 2000","tt0210234","1","Rated on 15 Jul 2021"
"That Darn Cat","tt0120317","2","Rated on 15 Jul 2021"
"Monkey Trouble","tt0110557","2","Rated on 15 Jul 2021"
"Snow Falling on Cedars","tt0120834","6","Rated on 15 Jul 2021"
"The Pebble and the Penguin","tt0114108","2","Rated on 15 Jul 2021"
"Jetsons: The Movie","tt0099878","4","Rated on 15 Jul 2021"
"DuckTales the Movie: Treasure of the Lost Lamp","tt0099472","5","Rated on 15 Jul 2021"
"The Butcher's Wife","tt0101523","4","Rated on 15 Jul 2021"
"Simply Irresistible","tt0145893","4","Rated on 15 Jul 2021"
"Guarding Tess","tt0109951","5","Rated on 15 Jul 2021"
"The Daytrippers","tt0116041","2","Rated on 15 Jul 2021"
"Iron Will","tt0110157","4","Rated on 15 Jul 2021"
"Gold Diggers: The Secret of Bear Mountain","tt0113188","3","Rated on 15 Jul 2021"
"A Very Brady Sequel","tt0118073","2","Rated on 15 Jul 2021"
"City Slickers II: The Legend of Curly's Gold","tt0109439","2","Rated on 15 Jul 2021"
"Andre","tt0109120","5","Rated on 15 Jul 2021"
"The Preacher's Wife","tt0117372","5","Rated on 15 Jul 2021"
"The Mighty","tt0119670","7","Rated on 15 Jul 2021"
"Anna and the King","tt0166485","4","Rated on 15 Jul 2021"
"Up Close & Personal","tt0118055","5","Rated on 15 Jul 2021"
"Harriet the Spy","tt0116493","6","Rated on 15 Jul 2021"
"Edtv","tt0131369","6","Rated on 15 Jul 2021"
"Nine Months","tt0113986","3","Rated on 15 Jul 2021"
"Air Bud","tt0118570","1","Rated on 15 Jul 2021"
"Little Big League","tt0110363","5","Rated on 15 Jul 2021"
"Waking Ned Devine","tt0166396","7","Rated on 15 Jul 2021"
"Addicted to Love","tt0118556","1","Rated on 15 Jul 2021"
"Forces of Nature","tt0141098","3","Rated on 15 Jul 2021"
"Free Willy 2: The Adventure Home","tt0113114","2","Rated on 15 Jul 2021"
"Mystery, Alaska","tt0134618","4","Rated on 15 Jul 2021"
"Flipper","tt0116322","3","Rated on 15 Jul 2021"
"Kazaam","tt0116756","2","Rated on 15 Jul 2021"
"Welcome Home, Roxy Carmichael","tt0100911","4","Rated on 15 Jul 2021"
"Paris Is Burning","tt0100332","9","Rated on 15 Jul 2021"
"Mighty Joe Young","tt0120751","2","Rated on 15 Jul 2021"
"Superstar","tt0167427","2","Rated on 15 Jul 2021"
"One Fine Day","tt0117247","4","Rated on 15 Jul 2021"
"Rising Sun","tt0107969","6","Rated on 15 Jul 2021"
"Stigmata","tt0145531","4","Rated on 15 Jul 2021"
"The Borrowers","tt0118755","5","Rated on 15 Jul 2021"
"The Baby-Sitters Club","tt0112435","4","Rated on 15 Jul 2021"
"Three Men and a Little Lady","tt0098966","4","Rated on 15 Jul 2021"
"Captain Ron","tt0103924","3","Rated on 15 Jul 2021"
"Blues Brothers 2000","tt0118747","2","Rated on 15 Jul 2021"
"Jungle 2 Jungle","tt0119432","1","Rated on 15 Jul 2021"
"HouseSitter","tt0104452","3","Rated on 15 Jul 2021"
"Flubber","tt0119137","2","Rated on 15 Jul 2021"
"Dick","tt0144168","3","Rated on 15 Jul 2021"
"An American Werewolf in Paris","tt0118604","2","Rated on 15 Jul 2021"
"Michael","tt0117038","3","Rated on 15 Jul 2021"
"Toy Soldiers","tt0103112","3","Rated on 15 Jul 2021"
"Runaway Bride","tt0163187","4","Rated on 15 Jul 2021"
"The NeverEnding Story II: The Next Chapter","tt0100240","3","Rated on 15 Jul 2021"
"Tom and Huck","tt0112302","3","Rated on 15 Jul 2021"
"The Crucible","tt0115988","4","Rated on 15 Jul 2021"
"A Night at the Roxbury","tt0120770","2","Rated on 15 Jul 2021"
"Honey, I Blew Up the Kid","tt0104437","3","Rated on 15 Jul 2021"
"Doctor Dolittle","tt0118998","3","Rated on 15 Jul 2021"
"Run Lola Run","tt0130827","7","Rated on 15 Jul 2021"
"Mansfield Park","tt0178737","5","Rated on 15 Jul 2021"
"The Next Karate Kid","tt0110657","5","Rated on 15 Jul 2021"
"The Avengers","tt0118661","1","Rated on 15 Jul 2021"
"Nikita","tt0100263","7","Rated on 15 Jul 2021"
"The Horse Whisperer","tt0119314","6","Rated on 15 Jul 2021"
"Mousehunt","tt0119715","6","Rated on 15 Jul 2021"
"Bicentennial Man","tt0182789","2","Rated on 15 Jul 2021"
"Jack","tt0116669","4","Rated on 15 Jul 2021"
"Dave","tt0106673","6","Rated on 15 Jul 2021"
"I Still Know What You Did Last Summer","tt0130018","3","Rated on 15 Jul 2021"
"City of Angels","tt0120632","3","Rated on 15 Jul 2021"
"The First Wives Club","tt0116313","6","Rated on 15 Jul 2021"
"Three Kings","tt0120188","6","Rated on 15 Jul 2021"
"DragonHeart","tt0116136","4","Rated on 15 Jul 2021"
"Hope Floats","tt0119313","4","Rated on 15 Jul 2021"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","tt0103060","2","Rated on 15 Jul 2021"
"Ace Ventura: When Nature Calls","tt0112281","3","Rated on 15 Jul 2021"
"The Brady Bunch Movie","tt0112572","4","Rated on 15 Jul 2021"
"Spice World","tt0120185","1","Rated on 15 Jul 2021"
"Richie Rich","tt0110989","3","Rated on 15 Jul 2021"
"October Sky","tt0132477","7","Rated on 15 Jul 2021"
"What Dreams May Come","tt0120889","4","Rated on 15 Jul 2021"
"Desperado","tt0112851","6","Rated on 15 Jul 2021"
"Romeo + Juliet","tt0117509","6","Rated on 15 Jul 2021"
"Dangerous Minds","tt0112792","7","Rated on 15 Jul 2021"
"The Cable Guy","tt0115798","4","Rated on 15 Jul 2021"
"Far and Away","tt0104231","4","Rated on 15 Jul 2021"
"The Haunting","tt0171363","5","Rated on 15 Jul 2021"
"Lost in Space","tt0120738","2","Rated on 15 Jul 2021"
"Six Days Seven Nights","tt0120828","5","Rated on 15 Jul 2021"
"Encino Man","tt0104187","3","Rated on 15 Jul 2021"
"Ronin","tt0122690","6","Rated on 15 Jul 2021"
"Boys Don't Cry","tt0171804","8","Rated on 15 Jul 2021"
"The Secret Garden","tt0108071","6","Rated on 15 Jul 2021"
"Patch Adams","tt0129290","4","Rated on 15 Jul 2021"
"Seven Years in Tibet","tt0120102","5","Rated on 15 Jul 2021"
"Any Given Sunday","tt0146838","5","Rated on 15 Jul 2021"
"Clerks","tt0109445","5","Rated on 15 Jul 2021"
"Little Giants","tt0110364","3","Rated on 15 Jul 2021"
"First Kid","tt0116311","1","Rated on 15 Jul 2021"
"Blank Check","tt0109287","2","Rated on 15 Jul 2021"
"The Man in the Iron Mask","tt0120744","4","Rated on 15 Jul 2021"
"Little Women","tt0110367","6","Rated on 15 Jul 2021"
"Beethoven","tt0103786","3","Rated on 15 Jul 2021"
"Godzilla","tt0120685","3","Rated on 15 Jul 2021"
"The Thomas Crown Affair","tt0155267","7","Rated on 15 Jul 2021"
"The World Is Not Enough","tt0143145","4","Rated on 15 Jul 2021"
"Wild Wild West","tt0120891","2","Rated on 15 Jul 2021"
"The Mask of Zorro","tt0120746","4","Rated on 15 Jul 2021"
"Can't Hardly Wait","tt0127723","4","Rated on 15 Jul 2021"
"The Basketball Diaries","tt0112461","6","Rated on 15 Jul 2021"
"Four Rooms","tt0113101","6","Rated on 15 Jul 2021"
"Good Burger","tt0119215","2","Rated on 15 Jul 2021"
"Mallrats","tt0113749","5","Rated on 15 Jul 2021"
"Midnight in the Garden of Good and Evil","tt0119668","6","Rated on 15 Jul 2021"
"Varsity Blues","tt0139699","5","Rated on 15 Jul 2021"
"Star Trek: Generations","tt0111280","5","Rated on 15 Jul 2021"
"George of the Jungle","tt0119190","1","Rated on 15 Jul 2021"
"Mighty Morphin Power Rangers","tt0113820","2","Rated on 15 Jul 2021"
"Stuart Little","tt0164912","3","Rated on 15 Jul 2021"
"The Flintstones","tt0109813","3","Rated on 15 Jul 2021"
"Scream 2","tt0120082","5","Rated on 15 Jul 2021"
"The Boondock Saints","tt0144117","6","Rated on 15 Jul 2021"
"Fools Rush In","tt0119141","4","Rated on 15 Jul 2021"
"Stepmom","tt0120686","5","Rated on 15 Jul 2021"
"I Know What You Did Last Summer","tt0119345","5","Rated on 15 Jul 2021"
"Selena","tt0120094","7","Rated on 15 Jul 2021"
"Girl, Interrupted","tt0172493","6","Rated on 15 Jul 2021"
"Showgirls","tt0114436","5","Rated on 15 Jul 2021"
"Double Jeopardy","tt0150377","5","Rated on 15 Jul 2021"
"Star Trek: First Contact","tt0117731","6","Rated on 15 Jul 2021"
"Dennis the Menace","tt0106701","4","Rated on 15 Jul 2021"
"Rounders","tt0128442","4","Rated on 15 Jul 2021"
"Batman Forever","tt0112462","4","Rated on 15 Jul 2021"
"Dances with Wolves","tt0099348","7","Rated on 15 Jul 2021"
"Wild Things","tt0120890","4","Rated on 15 Jul 2021"
"Star Trek VI: The Undiscovered Country","tt0102975","5","Rated on 15 Jul 2021"
"101 Dalmatians","tt0115433","5","Rated on 15 Jul 2021"
"Meet Joe Black","tt0119643","4","Rated on 15 Jul 2021"
"Out of Sight","tt0120780","7","Rated on 15 Jul 2021"
"Kindergarten Cop","tt0099938","5","Rated on 15 Jul 2021"
"Braveheart","tt0112573","7","Rated on 15 Jul 2021"
"The Green Mile","tt0120689","7","Rated on 15 Jul 2021"
"The Godfather Part III","tt0099674","6","Rated on 15 Jul 2021"
"The Talented Mr. Ripley","tt0134119","6","Rated on 15 Jul 2021"
"It Could Happen to You","tt0110167","3","Rated on 15 Jul 2021"
"Win a Date with Tad Hamilton!","tt0335559","3","Rated on 15 Jul 2021"
"The Sweetest Thing","tt0253867","2","Rated on 15 Jul 2021"
"Someone Like You","tt0244970","4","Rated on 15 Jul 2021"
"Road Trip","tt0215129","1","Rated on 15 Jul 2021"
"The Five-Year Engagement","tt1195478","4","Rated on 15 Jul 2021"
"This Is 40","tt1758830","6","Rated on 15 Jul 2021"
"Nights in Rodanthe","tt0956038","3","Rated on 15 Jul 2021"
"Must Love Dogs","tt0417001","4","Rated on 15 Jul 2021"
"The Wedding Planner","tt0209475","3","Rated on 15 Jul 2021"
"The Wedding Date","tt0372532","4","Rated on 15 Jul 2021"
"A Lot Like Love","tt0391304","3","Rated on 15 Jul 2021"
"Blue Valentine","tt1120985","5","Rated on 15 Jul 2021"
"Just Married","tt0305711","2","Rated on 15 Jul 2021"
"Something's Gotta Give","tt0337741","5","Rated on 15 Jul 2021"
"She's Out of My League","tt0815236","1","Rated on 15 Jul 2021"
"What a Girl Wants","tt0286788","2","Rated on 15 Jul 2021"
"Confessions of a Shopaholic","tt1093908","3","Rated on 15 Jul 2021"
"The Girl Next Door","tt0265208","2","Rated on 15 Jul 2021"
"Leap Year","tt1216492","4","Rated on 15 Jul 2021"
"Bride Wars","tt0901476","3","Rated on 15 Jul 2021"
"The Lucky One","tt1327194","2","Rated on 15 Jul 2021"
"Meet the Fockers","tt0290002","4","Rated on 15 Jul 2021"
"He's Just Not That Into You","tt1001508","3","Rated on 15 Jul 2021"
"Life as We Know It","tt1055292","1","Rated on 15 Jul 2021"
"Warm Bodies","tt1588173","4","Rated on 15 Jul 2021"
"What's Your Number?","tt0770703","3","Rated on 15 Jul 2021"
"No Strings Attached","tt1411238","3","Rated on 15 Jul 2021"
"She's All That","tt0160862","4","Rated on 15 Jul 2021"
"The Santa Clause 3: The Escape Clause","tt0452681","1","Rated on 15 Jul 2021"
"The Santa Clause 2","tt0304669","2","Rated on 15 Jul 2021"
"I'll Be Home for Christmas","tt0155753","2","Rated on 15 Jul 2021"
"The Most Wonderful Time of the Year","tt1327788","2","Rated on 15 Jul 2021"
"Deck the Halls","tt0790604","2","Rated on 15 Jul 2021"
"Christmas with the Kranks","tt0388419","5","Rated on 15 Jul 2021"
"Noel","tt0383534","2","Rated on 15 Jul 2021"
"Jingle All the Way","tt0116705","2","Rated on 15 Jul 2021"
"Bad Santa","tt0307987","6","Rated on 15 Jul 2021"
"Groundhog Day","tt0107048","7","Rated on 15 Jul 2021"
"Snatch","tt0208092","6","Rated on 15 Jul 2021"
"Allegiant","tt3410834","3","Rated on 15 Jul 2021"
"Scoob!","tt3152592","2","Rated on 15 Jul 2021"
"Black Sheep","tt0779982","4","Rated on 15 Jul 2021"
"Chaos Walking","tt2076822","3","Rated on 15 Jul 2021"
"The Wandering Earth","tt7605074","7","Rated on 15 Jul 2021"
"Cowboys & Aliens","tt0409847","4","Rated on 15 Jul 2021"
"Superman Returns","tt0348150","3","Rated on 15 Jul 2021"
"Trancers","tt0090192","5","Rated on 15 Jul 2021"
"Sphere","tt0120184","6","Rated on 15 Jul 2021"
"Evolution","tt0251075","2","Rated on 15 Jul 2021"
"Hotel Artemis","tt5834262","5","Rated on 15 Jul 2021"
"I Am Number Four","tt1464540","4","Rated on 15 Jul 2021"
"Cars 2","tt1216475","5","Rated on 15 Jul 2021"
"The Last Mimzy","tt0768212","5","Rated on 15 Jul 2021"
"Death Race 2000","tt0072856","5","Rated on 15 Jul 2021"
"Solaris","tt0307479","5","Rated on 15 Jul 2021"
"The Saint","tt0120053","6","Rated on 15 Jul 2021"
"Waterworld","tt0114898","5","Rated on 15 Jul 2021"
"God Told Me To","tt0075930","5","Rated on 15 Jul 2021"
"Escape from the Planet of the Apes","tt0067065","6","Rated on 15 Jul 2021"
"Moonraker","tt0079574","5","Rated on 15 Jul 2021"
"The Cell","tt0209958","4","Rated on 15 Jul 2021"
"Star Trek: Insurrection","tt0120844","6","Rated on 15 Jul 2021"
"Star Trek: The Motion Picture","tt0079945","5","Rated on 15 Jul 2021"
"The Congress","tt1821641","5","Rated on 15 Jul 2021"
"The Giver","tt0435651","4","Rated on 15 Jul 2021"
"Ad Astra","tt2935510","4","Rated on 15 Jul 2021"
"Sonic the Hedgehog","tt3794354","4","Rated on 15 Jul 2021"
"Rollerball","tt0073631","6","Rated on 15 Jul 2021"
"Titan A.E.","tt0120913","6","Rated on 15 Jul 2021"
"Powder","tt0114168","6","Rated on 15 Jul 2021"
"Fido","tt0457572","3","Rated on 15 Jul 2021"
"Silent Running","tt0067756","7","Rated on 15 Jul 2021"
"THX 1138","tt0066434","6","Rated on 15 Jul 2021"
"Phantasm","tt0079714","8","Rated on 15 Jul 2021"
"Star Trek III: The Search for Spock","tt0088170","5","Rated on 15 Jul 2021"
"I Am Mother","tt6292852","4","Rated on 15 Jul 2021"
"Signs","tt0286106","4","Rated on 15 Jul 2021"
"Resident Evil","tt0120804","5","Rated on 15 Jul 2021"
"Dr. Jekyll and Mr. Hyde","tt0033553","7","Rated on 15 Jul 2021"
"Svengali","tt0022454","6","Rated on 15 Jul 2021"
"Spies in Disguise","tt5814534","6","Rated on 15 Jul 2021"
"Superman II","tt0081573","5","Rated on 15 Jul 2021"
"Slaughterhouse-Five","tt0069280","6","Rated on 15 Jul 2021"
"The Stepford Wives","tt0073747","7","Rated on 15 Jul 2021"
"Boss Level","tt7638348","3","Rated on 15 Jul 2021"
"The Adjustment Bureau","tt1385826","4","Rated on 15 Jul 2021"
"The World's End","tt1213663","3","Rated on 15 Jul 2021"
"The Time Traveler's Wife","tt0452694","4","Rated on 15 Jul 2021"
"Spaceballs","tt0094012","6","Rated on 15 Jul 2021"
"Stargate","tt0111282","7","Rated on 15 Jul 2021"
"The Fountain","tt0414993","4","Rated on 15 Jul 2021"
"Sunshine","tt0448134","7","Rated on 15 Jul 2021"
"The Lobster","tt3464902","6","Rated on 15 Jul 2021"
"K-PAX","tt0272152","3","Rated on 15 Jul 2021"
"Pi","tt0138704","7","Rated on 15 Jul 2021"
"Cloud Atlas","tt1371111","5","Rated on 15 Jul 2021"
"Predestination","tt2397535","7","Rated on 15 Jul 2021"
"Watchmen","tt0409459","5","Rated on 15 Jul 2021"
"Star Trek Into Darkness","tt1408101","7","Rated on 15 Jul 2021"
"Nausicaä of the Valley of the Wind","tt0087544","8","Rated on 15 Jul 2021"
"Stalker","tt0079944","9","Rated on 15 Jul 2021"
"Hud","tt0057163","8","Rated on 14 Jul 2021"
"Princess Mononoke","tt0119698","10","Rated on 14 Jul 2021"
"Zack Snyder's Justice League","tt12361974","5","Rated on 14 Jul 2021"
"The Lost World: Jurassic Park","tt0119567","6","Rated on 14 Jul 2021"
"A Quiet Place Part II","tt8332922","6","Rated on 14 Jul 2021"
"Batman & Robin","tt0118688","2","Rated on 14 Jul 2021"
"xXx: Return of Xander Cage","tt1293847","3","Rated on 14 Jul 2021"
"A Simple Favor","tt7040874","3","Rated on 14 Jul 2021"
"Charlie's Angels","tt5033998","2","Rated on 14 Jul 2021"
"Bad Teacher","tt1284575","3","Rated on 14 Jul 2021"
"King Arthur: Legend of the Sword","tt1972591","3","Rated on 14 Jul 2021"
"Basic Instinct","tt0103772","7","Rated on 14 Jul 2021"
"High Life","tt4827558","4","Rated on 14 Jul 2021"
"The Terminator","tt0088247","8","Rated on 14 Jul 2021"
"Happy Gilmore","tt0116483","3","Rated on 14 Jul 2021"
"Twins","tt0096320","4","Rated on 14 Jul 2021"
"Lucky Number Slevin","tt0425210","4","Rated on 14 Jul 2021"
"Terminator 3: Rise of the Machines","tt0181852","5","Rated on 14 Jul 2021"
"The Bourne Legacy","tt1194173","4","Rated on 14 Jul 2021"
"Starship Troopers","tt0120201","4","Rated on 14 Jul 2021"
"Indiana Jones and the Kingdom of the Crystal Skull","tt0367882","2","Rated on 14 Jul 2021"
"RED 2","tt1821694","5","Rated on 14 Jul 2021"
"Lethal Weapon 2","tt0097733","6","Rated on 14 Jul 2021"
"Die Hard with a Vengeance","tt0112864","5","Rated on 14 Jul 2021"
"Lethal Weapon 4","tt0122151","5","Rated on 14 Jul 2021"
"Point Break","tt0102685","5","Rated on 14 Jul 2021"
"Live Free or Die Hard","tt0337978","6","Rated on 14 Jul 2021"
"Die Hard 2","tt0099423","6","Rated on 14 Jul 2021"
"Lethal Weapon 3","tt0104714","6","Rated on 14 Jul 2021"
"Lethal Weapon","tt0093409","6","Rated on 14 Jul 2021"
"Vanilla Sky","tt0259711","4","Rated on 14 Jul 2021"
"Okja","tt3967856","7","Rated on 14 Jul 2021"
"Snowpiercer","tt1706620","7","Rated on 14 Jul 2021"
"A Few Good Men","tt0104257","6","Rated on 14 Jul 2021"
"Hot Fuzz","tt0425112","7","Rated on 14 Jul 2021"
"Annihilation","tt2798920","5","Rated on 14 Jul 2021"
"Grindhouse","tt0462322","7","Rated on 14 Jul 2021"
"Planet Terror","tt1077258","6","Rated on 14 Jul 2021"
"The Hateful Eight","tt3460252","6","Rated on 14 Jul 2021"
"Death Proof","tt1028528","7","Rated on 14 Jul 2021"
"Lord of War","tt0399295","5","Rated on 14 Jul 2021"
"Jackie Brown","tt0119396","7","Rated on 14 Jul 2021"
"Sicario","tt3397884","6","Rated on 14 Jul 2021"
"28 Days Later...","tt0289043","7","Rated on 14 Jul 2021"
"The Illusionist","tt0443543","5","Rated on 14 Jul 2021"
"Philadelphia","tt0107818","7","Rated on 14 Jul 2021"
"Drive","tt0780504","7","Rated on 14 Jul 2021"
