"AwardCeremony","FilmID","FilmName","Your.Rating","IMDb.Rating","Num.Votes","Nominations","Losses","Wins"
"54-1982","tt0083226","Three Brothers",NA,7.1,1763,1,1,0
"54-1982","tt0083265","Urge to Build",NA,NA,NA,1,1,0
"54-1982","tt0083293","Violet",NA,6,142,1,0,1
"55-1983","tt0082096","Das Boot",9,8.4,261203,6,6,0
"55-1983","tt0082206","Coup de torchon",NA,7.4,6596,1,1,0
"55-1983","tt0082484","Quest for Fire",NA,7.3,23735,1,0,1
"55-1983","tt0083525","After the Axe",NA,6.6,61,1,1,0
"55-1983","tt0083543","Alsino and the Condor",NA,6.2,348,1,1,0
"55-1983","tt0083564","Annie",5,6.6,48526,2,2,0
"55-1983","tt0083615","Ballet Robotique",NA,7.2,64,1,1,0
"55-1983","tt0083638","Ben's Mill",NA,7.8,51,1,1,0
"55-1983","tt0083641","Best Friends",NA,5.5,3140,1,1,0
"55-1983","tt0083642","The Best Little Whorehouse in Texas",NA,6,13124,1,1,0
"55-1983","tt0083658","Blade Runner",9,8.1,809802,2,2,0
"55-1983","tt0083732","Private Life",NA,7,253,1,1,0
"55-1983","tt0083833","Diner",NA,7.1,22464,1,1,0
"55-1983","tt0083866","E.T. the Extra-Terrestrial",8,7.9,431257,9,5,4
"55-1983","tt0083967","Frances",NA,7.2,8447,2,2,0
"55-1983","tt0083987","Gandhi",6,8,238525,11,3,8
"55-1983","tt0084009","Gods of Metal",NA,7.6,26,1,1,0
"55-1983","tt0084023","The Great Cognito",5,5.9,358,1,1,0
"55-1983","tt0084118","If You Love This Planet",NA,7.3,172,1,0,1
"55-1983","tt0084127","In Our Water",NA,7.4,55,1,1,0
"55-1983","tt0084136","The Flight of the Eagle",NA,7.2,1194,1,1,0
"55-1983","tt0084213","The Klan: A Legacy of Hate in America",NA,6.5,34,1,1,0
"55-1983","tt0084335","Missing",NA,7.7,22834,4,3,1
"55-1983","tt0084370","My Favorite Year",5,7.3,10283,1,1,0
"55-1983","tt0084434","An Officer and a Gentleman",6,7,61181,6,4,2
"55-1983","tt0084445","One from the Heart",NA,6.5,6921,1,1,0
"55-1983","tt0084516","Poltergeist",7,7.3,177170,3,3,0
"55-1983","tt0084524","A Portrait of Giselle",NA,6.6,30,1,1,0
"55-1983","tt0084602","Rocky III",6,6.8,207814,1,1,0
"55-1983","tt0084672","A Shocking Accident",NA,7,80,1,0,1
"55-1983","tt0084683","The Silence",NA,7.1,38,1,1,0
"55-1983","tt0084701","The Snowman",7,8.2,16530,1,1,0
"55-1983","tt0084707","Sophie's Choice",NA,7.5,51754,5,4,1
"55-1983","tt0084713","Split Cherry Tree",NA,7.1,72,1,1,0
"55-1983","tt0084722","Sredni Vashtar",NA,7.1,83,1,1,0
"55-1983","tt0084764","Tango",7,7.7,2986,1,0,1
"55-1983","tt0084798","To Live or Let Die",NA,6.6,38,1,1,0
"55-1983","tt0084805","Tootsie",NA,7.4,113065,9,9,0
"55-1983","tt0084820","Traveling Hopefully",6,5.8,57,1,1,0
"55-1983","tt0084821","La traviata",NA,7.6,1494,2,2,0
"55-1983","tt0084827","Tron",7,6.7,127608,2,2,0
"55-1983","tt0084855","The Verdict",8,7.7,44955,5,5,0
"55-1983","tt0084865","Victor/Victoria",6,7.6,23298,7,6,1
"55-1983","tt0084874","Volver a empezar",NA,6.9,1569,1,0,1
"55-1983","tt0084917","The World According to Garp",4,7.1,28777,2,2,0
"55-1983","tt0084931","Yes, Giorgio",NA,3.7,794,1,1,0
"55-1983","tt0169446","The Fifth Estate",NA,7.8,260,1,0,1
"56-1984","tt0083688","Boys and Girls",NA,6.4,88,1,0,1
"56-1984","tt0083922","Fanny and Alexander",10,8.1,66740,6,2,4
"56-1984","tt0084589","The Return of Martin Guerre",NA,7.4,4729,1,1,0
"56-1984","tt0084591","Reuben, Reuben",NA,6.8,1302,2,2,0
"56-1984","tt0085213","Le bal",NA,7.7,2974,1,1,0
"56-1984","tt0085234","Betrayal",NA,6.9,1720,1,1,0
"56-1984","tt0085244","The Big Chill",6,7.1,40684,3,3,0
"56-1984","tt0085255","Blue Thunder",NA,6.4,23003,1,1,0
"56-1984","tt0085297","Carmen",NA,7.4,3498,1,1,0
"56-1984","tt0085329","Children of Darkness",NA,7.9,432,1,1,0
"56-1984","tt0085370","Entre Nous",NA,7,2162,1,1,0
"56-1984","tt0085380","Cross Creek",NA,6.9,1990,4,4,0
"56-1984","tt0085461","The Dresser",NA,7.5,5612,4,4,0
"56-1984","tt0085478","Educating Rita",NA,7.2,14746,3,3,0
"56-1984","tt0085544","First Contact",NA,7.7,264,1,1,0
"56-1984","tt0085548","Flamenco at 5:15",7,6.9,203,1,0,1
"56-1984","tt0085549","Flashdance",7,6.2,58438,3,3,0
"56-1984","tt0085613","Goodie-Two-Shoes",NA,6.2,23,1,1,0
"56-1984","tt0085655","He Makes Me Feel Like Dancin'",NA,6.3,144,1,0,1
"56-1984","tt0085656","Heart Like a Wheel",NA,6.7,1544,1,1,0
"56-1984","tt0085714","Ihr zent frei",NA,6.9,16,1,1,0
"56-1984","tt0085722","In the Nuclear Shadow: What Can the Children Tell Us?",NA,5.7,23,1,1,0
"56-1984","tt0085767","The Revolt of Job",NA,7.5,683,1,1,0
"56-1984","tt0085936","Mickey's Christmas Carol",7,8,15050,1,1,0
"56-1984","tt0086005","Never Cry Wolf",NA,7.5,8663,1,1,0
"56-1984","tt0086067","Overnight Sensation",NA,7.1,48,1,1,0
"56-1984","tt0086147","The Profession of Arms",NA,6.9,35,1,1,0
"56-1984","tt0086190","Star Wars: Episode VI - Return of the Jedi",6,8.3,1104359,4,4,0
"56-1984","tt0086197","The Right Stuff",8,7.8,64552,8,4,4
"56-1984","tt0086273","Seeing Red",NA,7.4,169,1,1,0
"56-1984","tt0086291","Sewing Woman",NA,7.1,83,1,1,0
"56-1984","tt0086312","Silkwood",NA,7.1,21824,5,5,0
"56-1984","tt0086344","Sound of Sunshine - Sound of Rain",NA,7,61,1,1,0
"56-1984","tt0086347","Spaces: The Architecture of Paul Rudolph",NA,7.2,12,1,1,0
"56-1984","tt0086370","The Sting II",NA,4.9,2414,1,1,0
"56-1984","tt0086388","Sundae in New York",4,5,569,1,0,1
"56-1984","tt0086423","Tender Mercies",NA,7.3,11782,5,3,2
"56-1984","tt0086425","Terms of Endearment",9,7.4,64333,9,6,3
"56-1984","tt0086429","Testament",9,6.9,7007,1,1,0
"56-1984","tt0086450","To Be or Not to Be",NA,6.8,11904,1,1,0
"56-1984","tt0086465","Trading Places",7,7.5,162703,1,1,0
"56-1984","tt0086510","Under Fire",NA,7,8350,1,1,0
"56-1984","tt0086567","WarGames",8,7.1,108712,3,3,0
"56-1984","tt0086617","The Year of Living Dangerously",NA,7.1,22577,1,0,1
"56-1984","tt0086619","Yentl",NA,6.6,15285,4,3,1
"56-1984","tt0086637","Zelig",NA,7.7,43681,2,2,0
"57-1985","tt0085482","El Norte",NA,7.7,5498,1,1,0
"57-1985","tt0085905","Marlene",NA,7.6,831,1,1,0
"57-1985","tt0086561","Voenno-polevoy roman",NA,7.2,631,1,1,0
"57-1985","tt0086837","2010: The Year We Make Contact",7,6.7,56195,5,5,0
"57-1985","tt0086859","Against All Odds",NA,5.9,13328,1,1,0
"57-1985","tt0086879","Amadeus",8,8.4,421448,10,3,7
"57-1985","tt0086960","Beverly Hills Cop",6,7.4,197558,1,1,0
"57-1985","tt0086992","The Bostonians",NA,6.2,2355,2,2,0
"57-1985","tt0087003","Broadway Danny Rose",NA,7.4,26637,2,2,0
"57-1985","tt0087027","Camila",NA,6.8,1410,1,1,0
"57-1985","tt0087040","Charade",7,6.9,782,1,0,1
"57-1985","tt0087049","The Children of Soong Ching Ling",NA,7.6,13,1,1,0
"57-1985","tt0087067","Code Gray: Ethical Dilemmas in Nursing",NA,6.7,29,1,1,0
"57-1985","tt0087089","The Cotton Club",NA,6.5,19224,2,2,0
"57-1985","tt0087091","Country",NA,6.6,2202,1,1,0
"57-1985","tt0087144","Dangerous Moves",NA,6.7,1432,1,0,1
"57-1985","tt0087156","Doctor DeSoto",6,6.4,121,1,1,0
"57-1985","tt0087182","Dune",6,6.3,169473,1,1,0
"57-1985","tt0087277","Footloose",6,6.6,89050,1,1,0
"57-1985","tt0087316","The Garden of Eden",NA,6.8,22,1,1,0
"57-1985","tt0087332","Ghostbusters",7,7.8,438115,2,2,0
"57-1985","tt0087365","Greystoke: The Legend of Tarzan, Lord of the Apes",5,6.4,21009,3,3,0
"57-1985","tt0087409","High Schools",NA,NA,NA,1,1,0
"57-1985","tt0087468","In the Name of the People",NA,7.8,94,1,1,0
"57-1985","tt0087469","Indiana Jones and the Temple of Doom",9,7.5,527971,2,1,1
"57-1985","tt0087538","The Karate Kid",6,7.3,240297,1,1,0
"57-1985","tt0087553","The Killing Fields",NA,7.8,58401,7,4,3
"57-1985","tt0087699","Beyond the Walls",NA,6.7,360,1,1,0
"57-1985","tt0087755","The Muppets Take Manhattan",5,6.8,22479,1,1,0
"57-1985","tt0087781","The Natural",6,7.4,51822,4,4,0
"57-1985","tt0087871","The Painted Door",6,6,81,1,1,0
"57-1985","tt0087880","Paradise",NA,7.1,328,1,1,0
"57-1985","tt0087892","A Passage to India",NA,7.3,20160,11,9,2
"57-1985","tt0087921","Places in the Heart",NA,7.4,13023,7,5,2
"57-1985","tt0087932","The Pope of Greenwich Village",NA,6.6,9650,1,1,0
"57-1985","tt0087957","Purple Rain",8,6.5,23440,1,0,1
"57-1985","tt0087984","Recollections of Pavlovsk",NA,5.6,20,1,1,0
"57-1985","tt0088007","The River",NA,6.3,7433,4,4,0
"57-1985","tt0088011","Romancing the Stone",5,6.9,101548,1,1,0
"57-1985","tt0088090","Double Feature",NA,5.9,320,1,1,0
"57-1985","tt0088146","A Soldier's Story",NA,7.2,11140,3,3,0
"57-1985","tt0088153","Songwriter",5,6.2,856,1,1,0
"57-1985","tt0088161","Splash",4,6.3,82140,1,1,0
"57-1985","tt0088172","Starman",NA,7,50774,1,1,0
"57-1985","tt0088177","The Stone Carvers",NA,6.7,54,1,0,1
"57-1985","tt0088196","Streetwise",NA,8.2,2816,1,1,0
"57-1985","tt0088213","Swing Shift",NA,5.9,5319,1,1,0
"57-1985","tt0088223","Tales of Meeting and Parting",NA,NA,NA,1,1,0
"57-1985","tt0088275","The Times of Harvey Milk",8,8.2,6486,1,0,1
"57-1985","tt0088322","Under the Volcano",8,6.9,6124,2,2,0
"57-1985","tt0088332","Up",NA,6.3,69,1,0,1
"57-1985","tt0088414","The Woman in Red",NA,5.9,16894,1,0,1
"58-1986","tt0088683","Agnes of God",NA,6.6,7928,3,3,0
"58-1986","tt0088725","Anna & Bella",6,6.9,1031,1,0,1
"58-1986","tt0088763","Back to the Future",8,8.5,1281293,4,3,1
"58-1986","tt0088805","The Big Snit",5,7.2,1920,1,1,0
"58-1986","tt0088811","Angry Harvest",NA,7.1,852,1,1,0
"58-1986","tt0088846","Brazil",8,7.9,209011,2,2,0
"58-1986","tt0088857","Broken Rainbow",NA,6.7,270,1,0,1
"58-1986","tt0088915","A Chorus Line",NA,6.2,11393,3,3,0
"58-1986","tt0088933","Cocoon",5,6.7,67759,2,0,2
"58-1986","tt0088939","The Color Purple",8,7.7,94036,10,10,0
"58-1986","tt0088957","The Courage to Care",NA,6.5,33,1,1,0
"58-1986","tt0089225","Graffiti",NA,7.8,40,1,1,0
"58-1986","tt0089276","The Official Story",NA,7.7,10643,2,1,1
"58-1986","tt0089360","Jagged Edge",NA,6.5,16456,1,1,0
"58-1986","tt0089385","The Journey of Natty Gann",NA,7,6709,1,1,0
"58-1986","tt0089408","Keats and His Nightingale: A Blind Date",NA,7.6,14,1,1,0
"58-1986","tt0089424","Kiss of the Spider Woman",7,7.3,17077,4,3,1
"58-1986","tt0089457","Ladyhawke",NA,6.9,50127,2,2,0
"58-1986","tt0089460","The Mothers of the Plaza of Mayo",NA,7,89,1,1,0
"58-1986","tt0089535","Making Overtures: The Story of a Community Orchestra",NA,6.4,18,1,1,0
"58-1986","tt0089560","Mask",7,7.2,31891,1,0,1
"58-1986","tt0089612","Molly's Pilgrim",NA,6.9,118,1,0,1
"58-1986","tt0089643","Murphy's Romance",6,7,6889,2,2,0
"58-1986","tt0089716","Colonel Redl",NA,7.4,3275,1,1,0
"58-1986","tt0089748","When Father Was Away on Business",NA,7.7,9968,1,1,0
"58-1986","tt0089755","Out of Africa",5,7.1,84922,11,4,7
"58-1986","tt0089841","Prizzi's Honor",7,6.7,25929,8,7,1
"58-1986","tt0089853","The Purple Rose of Cairo",7,7.7,54301,1,1,0
"58-1986","tt0089878","Rainbow War",NA,7.8,238,1,1,0
"58-1986","tt0089880","Rambo: First Blood Part II",6,6.5,179891,1,1,0
"58-1986","tt0089881","Ran",NA,8.2,133732,4,3,1
"58-1986","tt0089901","Remo Williams: The Adventure Begins",NA,6.4,13573,1,1,0
"58-1986","tt0089908","Return to Oz",6,6.7,29819,1,1,0
"58-1986","tt0089941","Runaway Train",NA,7.2,32321,3,3,0
"58-1986","tt0089980","Second Class Mail",3,5.6,176,1,1,0
"58-1986","tt0090022","Silverado",NA,7.2,48164,2,2,0
"58-1986","tt0090043","Soldiers in Hiding",NA,7.7,92,1,1,0
"58-1986","tt0090110","Sweet Dreams",NA,7,5213,1,1,0
"58-1986","tt0090203","The Trip to Bountiful",NA,7.4,5197,2,1,1
"58-1986","tt0090206","Three Men and a Cradle",NA,6.6,3865,1,1,0
"58-1986","tt0090223","Twice in a Lifetime",NA,6.4,1401,1,1,0
"58-1986","tt0090319","White Nights",7,6.6,8050,1,1,0
"58-1986","tt0090329","Witness",7,7.4,102752,8,6,2
"58-1986","tt0090330","Witness to War: Dr. Charlie Clements",NA,6.1,63,1,0,1
"58-1986","tt0090332","The Wizard of the Strings",NA,5.7,45,1,1,0
"58-1986","tt0090357","Young Sherlock Holmes",NA,6.8,23063,1,1,0
"58-1986","tt0092011","The Statue of Liberty",NA,7.3,699,1,1,0
"58-1986","tt0092136","Unfinished Business",NA,6.6,54,1,1,0
"59-1987","tt0088740","Artie Shaw: Time Is All You've Got",NA,7,121,1,0,1
"59-1987","tt0089469","Legend",NA,6.3,71199,1,1,0
"59-1987","tt0090257","My Sweet Little Village",NA,7.8,4756,1,1,0
"59-1987","tt0090554","38",NA,6.2,185,1,1,0
"59-1987","tt0090555","Crocodile Dundee",5,6.6,113541,1,1,0
"59-1987","tt0090557","'Round Midnight",NA,7.4,5762,2,1,1
"59-1987","tt0090563","Betty Blue",NA,7.3,23011,1,1,0
"59-1987","tt0090576","The Assault",NA,7.2,3375,1,0,1
"59-1987","tt0090605","Aliens",7,8.4,751355,7,5,2
"59-1987","tt0090633","An American Tail",7,6.9,57254,1,1,0
"59-1987","tt0090756","Blue Velvet",6,7.7,211838,1,1,0
"59-1987","tt0090830","Children of a Lesser God",8,7.2,18331,5,4,1
"59-1987","tt0090831","Chile: Hasta Cuando?",NA,6.7,57,1,1,0
"59-1987","tt0090848","The Clan of the Cave Bear",NA,5.4,6883,1,1,0
"59-1987","tt0090863","The Color of Money",7,7,91765,4,3,1
"59-1987","tt0090886","Crimes of the Heart",NA,6.3,4361,3,3,0
"59-1987","tt0090921","Debonair Dancers",NA,6.4,26,1,1,0
"59-1987","tt0090965","Down and Out in America",NA,7.2,235,1,0,1
"59-1987","tt0090985","The Decline of the American Empire",6,7.1,8625,1,1,0
"59-1987","tt0091021","Exit",NA,6.6,32,1,1,0
"59-1987","tt0091064","The Fly",7,7.6,198243,1,0,1
"59-1987","tt0091082","The Frog, the Dog, and the Devil",NA,6.1,148,1,1,0
"59-1987","tt0091152","A Greek Tragedy",3,5.4,765,1,0,1
"59-1987","tt0091167","Hannah and Her Sisters",7,7.8,75518,7,4,3
"59-1987","tt0091187","Heartbreak Ridge",NA,6.8,47369,1,1,0
"59-1987","tt0091217","Hoosiers",8,7.4,50246,2,2,0
"59-1987","tt0091279","Isaac in America: A Journey with Isaac Bashevis Singer",NA,6.1,115,1,1,0
"59-1987","tt0091326","The Karate Kid Part II",6,6.1,97236,1,1,0
"59-1987","tt0091419","Little Shop of Horrors",5,7.1,84834,2,2,0
"59-1987","tt0091438","Love Struck",NA,7.2,15,1,1,0
"59-1987","tt0091455","Luxo Jr.",8,7.3,15336,1,1,0
"59-1987","tt0091494","The Masters of Disaster",NA,7.3,32,1,1,0
"59-1987","tt0091530","The Mission",6,7.4,64781,7,6,1
"59-1987","tt0091538","Mona Lisa",9,7.3,18327,1,1,0
"59-1987","tt0091554","The Morning After",NA,5.9,7297,1,1,0
"59-1987","tt0091578","My Beautiful Laundrette",NA,6.8,17077,1,1,0
"59-1987","tt0091699","Otello",NA,6.9,608,1,1,0
"59-1987","tt0091738","Peggy Sue Got Married",6,6.4,40163,3,3,0
"59-1987","tt0091757","Pirates",NA,6,9305,1,1,0
"59-1987","tt0091763","Platoon",7,8.1,432576,7,3,4
"59-1987","tt0091778","Poltergeist II: The Other Side",NA,5.6,29431,1,1,0
"59-1987","tt0091787","Precious Images",6,7.5,735,1,0,1
"59-1987","tt0091833","Red Grooms: Sunflower in a Hothouse",NA,7.6,18,1,1,0
"59-1987","tt0091867","A Room with a View",6,7.2,46987,8,5,3
"59-1987","tt0091886","Salvador",NA,7.4,22839,2,2,0
"59-1987","tt0091887","Sam",NA,6.1,18,1,1,0
"59-1987","tt0092005","Stand by Me",7,8.1,432871,1,1,0
"59-1987","tt0092007","Star Trek IV: The Voyage Home",7,7.3,90339,4,4,0
"59-1987","tt0092079","That's Life!",NA,6,1715,1,1,0
"59-1987","tt0092099","Top Gun",8,6.9,490910,4,3,1
"59-1987","tt0092229","Witness to Apartheid",NA,7,25,1,1,0
"59-1987","tt0092235","Women - for America, for the World",6,5.7,60,1,0,1
"60-1988","tt0089606","My Life as a Dog",NA,7.6,22212,2,2,0
"60-1988","tt0092569","Anna",NA,6.3,796,1,1,0
"60-1988","tt0092584","Course Completed",NA,5.9,275,1,1,0
"60-1988","tt0092593","Goodbye, Children",10,8,35673,2,2,0
"60-1988","tt0092603","Babette's Feast",10,7.8,21536,1,0,1
"60-1988","tt0092644","Beverly Hills Cop II",6,6.5,127657,1,1,0
"60-1988","tt0092699","Broadcast News",6,7.2,33524,7,7,0
"60-1988","tt0092804","Cry Freedom",NA,7.4,14248,3,3,0
"60-1988","tt0092843","The Dead",NA,7.2,8727,2,2,0
"60-1988","tt0092890","Dirty Dancing",8,7,250646,1,0,1
"60-1988","tt0092965","Empire of the Sun",NA,7.7,132691,6,6,0
"60-1988","tt0092999","Eyes on the Prize",9,9.2,715,1,1,0
"60-1988","tt0093004","The Family",NA,7.4,2441,1,1,0
"60-1988","tt0093010","Fatal Attraction",6,6.9,95086,6,6,0
"60-1988","tt0093047","Frances Steloff: Memoirs of a Bookseller",NA,7.4,13,1,1,0
"60-1988","tt0093058","Full Metal Jacket",8,8.3,778434,1,1,0
"60-1988","tt0093067","Gaby: A True Story",NA,6.8,783,1,1,0
"60-1988","tt0093084","George and Rosemary",6,6.6,343,1,1,0
"60-1988","tt0093105","Good Morning, Vietnam",NA,7.3,151164,1,1,0
"60-1988","tt0093145","Happy New Year",NA,5.8,718,1,1,0
"60-1988","tt0093148","Harry and the Hendersons",NA,6.1,37812,1,0,1
"60-1988","tt0093173","Hellfire: A Journey from Hiroshima",NA,7.3,47,1,1,0
"60-1988","tt0093209","Hope and Glory",6,7.3,14222,5,5,0
"60-1988","tt0093254","In the Wee Wee Hours...",NA,7.4,12,1,1,0
"60-1988","tt0093260","Innerspace",6,6.8,64226,1,0,1
"60-1988","tt0093277","Ironweed",NA,6.7,9755,2,2,0
"60-1988","tt0093388","Language Says It All",NA,7,20,1,1,0
"60-1988","tt0093389","The Last Emperor",6,7.7,109723,9,0,9
"60-1988","tt0093409","Lethal Weapon",6,7.6,272655,1,1,0
"60-1988","tt0093478","Making Waves",NA,6.8,31,1,1,0
"60-1988","tt0093488","The Man Who Planted Trees",9,8.5,6032,1,0,1
"60-1988","tt0093493","Mannequin",3,6,34851,1,1,0
"60-1988","tt0093509","Matewan",NA,7.9,8715,1,1,0
"60-1988","tt0093512","Maurice",NA,7.6,22893,1,1,0
"60-1988","tt0093565","Moonstruck",8,7.1,65891,6,3,3
"60-1988","tt0093664","Dark Eyes",NA,7.3,3469,1,1,0
"60-1988","tt0093668","Pathfinder",NA,7.2,5489,1,1,0
"60-1988","tt0093773","Predator",6,7.8,446316,1,1,0
"60-1988","tt0093779","The Princess Bride",6,8,445027,1,1,0
"60-1988","tt0093817","Radio Bikini",NA,7.5,664,1,1,0
"60-1988","tt0093818","Radio Days",NA,7.4,35645,2,2,0
"60-1988","tt0093826","Ray's Male Heterosexual Dance Hall",NA,6.8,226,1,0,1
"60-1988","tt0093870","RoboCop",6,7.6,277118,2,2,0
"60-1988","tt0093960","Shoeshine",NA,6.8,75,1,1,0
"60-1988","tt0093975","Silver Into Gold",NA,6.1,19,1,1,0
"60-1988","tt0094042","A Stitch for Time",NA,6.7,28,1,1,0
"60-1988","tt0094056","Street Smart",NA,6.3,3725,1,1,0
"60-1988","tt0094119","The Algonquin Round Table: The Ten Year Lunch",NA,6.6,215,1,0,1
"60-1988","tt0094142","Throw Momma from the Train",NA,6.3,39739,1,1,0
"60-1988","tt0094226","The Untouchables",7,7.8,326353,4,3,1
"60-1988","tt0094291","Wall Street",6,7.3,163272,1,0,1
"60-1988","tt0094315","The Whales of August",7,7.1,5204,1,1,0
"60-1988","tt0094332","The Witches of Eastwick",4,6.5,76077,2,2,0
"60-1988","tt0094363","Young at Heart",NA,6.6,73,1,0,1
"60-1988","tt0094364","Your Face",5,7,1393,1,1,0
"61-1989","tt0093713","Pelle the Conqueror",NA,7.8,11646,2,1,1
"61-1989","tt0094027","Stand and Deliver",7,7.3,21997,1,1,0
"61-1989","tt0094606","The Accidental Tourist",5,6.7,17076,4,3,1
"61-1989","tt0094608","The Accused",7,7.1,38978,1,0,1
"61-1989","tt0094670","The Appointments of Dennis Jennings",7,7.1,534,1,0,1
"61-1989","tt0094715","Beaches",NA,7,28493,1,1,0
"61-1989","tt0094721","Beetlejuice",7,7.5,331669,1,0,1
"61-1989","tt0094737","Big",7,7.3,236410,2,2,0
"61-1989","tt0094747","Bird",NA,7.1,13258,1,0,1
"61-1989","tt0094812","Bull Durham",6,7.1,58294,1,1,0
"61-1989","tt0094819","Buster",NA,5.8,4265,1,1,0
"61-1989","tt0094825","Cadillac Dreams",NA,6.8,42,1,1,0
"61-1989","tt0094847","The Cat Came Back",6,7.4,2441,1,1,0
"61-1989","tt0094864","The Children's Storefront",NA,NA,NA,1,1,0
"61-1989","tt0094898","Coming to America",6,7.1,220257,2,2,0
"61-1989","tt0094924","A Cry in the Dark",NA,6.9,11059,1,1,0
"61-1989","tt0094925","The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out",NA,6.7,31,1,1,0
"61-1989","tt0094947","Dangerous Liaisons",7,7.6,74213,7,4,3
"61-1989","tt0095016","Die Hard",7,8.2,928722,4,4,0
"61-1989","tt0095159","A Fish Called Wanda",6,7.5,151240,3,2,1
"61-1989","tt0095197","Gang Cops",NA,6.6,26,1,1,0
"61-1989","tt0095243","Gorillas in the Mist",NA,7,28758,5,5,0
"61-1989","tt0095261","Gullah Tales",5,6.2,43,1,1,0
"61-1989","tt0095274","A Handful of Dust",NA,6.6,2237,1,1,0
"61-1989","tt0095276","Hanussen",NA,7.2,1853,1,1,0
"61-1989","tt0095341","Hôtel Terminus",NA,7.6,1553,1,0,1
"61-1989","tt0095497","The Last Temptation of Christ",NA,7.5,61801,1,1,0
"61-1989","tt0095515","Let's Get Lost",NA,7.8,2159,1,1,0
"61-1989","tt0095530","Little Dorrit",NA,7.2,1223,2,2,0
"61-1989","tt0095593","Married to the Mob",5,6.2,19234,1,1,0
"61-1989","tt0095606","The Music Teacher",NA,7.1,960,1,1,0
"61-1989","tt0095638","The Milagro Beanfield War",NA,6.8,6760,1,0,1
"61-1989","tt0095647","Mississippi Burning",7,7.8,107976,7,6,1
"61-1989","tt0095675","Women on the Verge of a Nervous Breakdown",NA,7.5,45518,1,1,0
"61-1989","tt0095801","Bagdad Cafe",NA,7.4,14875,1,1,0
"61-1989","tt0095892","Portrait of Imogen",NA,7.3,26,1,1,0
"61-1989","tt0095918","Promises to Keep",NA,7.4,27,1,1,0
"61-1989","tt0095953","Rain Man",8,8,538545,8,4,4
"61-1989","tt0096018","Running on Empty",7,7.6,17642,2,2,0
"61-1989","tt0096028","Salaam Bombay!",NA,7.9,9978,1,1,0
"61-1989","tt0096061","Scrooged",7,6.9,114336,1,1,0
"61-1989","tt0096193","Sunset",NA,5.7,4547,1,1,0
"61-1989","tt0096238","Technological Threat",5,6.4,570,1,1,0
"61-1989","tt0096244","Tequila Sunrise",6,6,33479,1,1,0
"61-1989","tt0096273","Tin Toy",6,6.5,11535,1,0,1
"61-1989","tt0096316","Tucker: The Man and His Dream",NA,6.9,21475,3,3,0
"61-1989","tt0096332","The Unbearable Lightness of Being",NA,7.3,38186,2,2,0
"61-1989","tt0096438","Who Framed Roger Rabbit",8,7.7,213576,6,3,3
"61-1989","tt0096440","Who Killed Vincent Chin?",NA,7.5,295,1,1,0
"61-1989","tt0096446","Willow",NA,7.2,128619,2,2,0
"61-1989","tt0096463","Working Girl",6,6.8,61384,5,4,1
"61-1989","tt0096484","You Don't Have to Die",NA,7,74,1,0,1
"61-1989","tt3294916","Family Gathering",NA,6,16,1,1,0
"62-1990","tt0094828","Camille Claudel",NA,7.2,7217,2,2,0
"62-1990","tt0095765","Cinema Paradiso",10,8.5,277481,1,0,1
"62-1990","tt0095800","The Bear",NA,7.7,18866,1,1,0
"62-1990","tt0096754","The Abyss",7,7.5,188457,4,3,1
"62-1990","tt0096761","Adam Clayton Powell",NA,6.9,73,1,1,0
"62-1990","tt0096764","The Adventures of Baron Munchausen",NA,7.1,56126,4,4,0
"62-1990","tt0096798","Amazon Diary",NA,NA,NA,1,1,0
"62-1990","tt0096874","Back to the Future Part II",7,7.8,563742,1,1,0
"62-1990","tt0096880","Balance",10,7.9,5600,1,0,1
"62-1990","tt0096895","Batman",6,7.5,398916,1,0,1
"62-1990","tt0096933","Black Rain",NA,6.6,58849,2,2,0
"62-1990","tt0096943","Blaze",NA,6,4127,1,1,0
"62-1990","tt0096969","Born on the Fourth of July",5,7.2,114292,8,6,2
"62-1990","tt0097044","Chances Are",NA,6.5,13576,1,1,0
"62-1990","tt0097057","The Child Eater",7,6.6,44,1,1,0
"62-1990","tt0097099","Common Threads: Stories from the Quilt",NA,8.1,1033,1,0,1
"62-1990","tt0097118","The Cow",7,7.4,1055,1,1,0
"62-1990","tt0097120","Crack USA: County Under Siege",NA,6.5,67,1,1,0
"62-1990","tt0097123","Crimes and Misdemeanors",NA,7.8,60279,3,3,0
"62-1990","tt0097142","Dad",NA,6.3,5217,1,1,0
"62-1990","tt0097155","Memories of a Marriage",NA,7.1,740,1,1,0
"62-1990","tt0097165","Dead Poets Society",7,8.1,531383,4,3,1
"62-1990","tt0097216","Do the Right Thing",10,8,110268,2,2,0
"62-1990","tt0097239","Driving Miss Daisy",7,7.3,116060,9,5,4
"62-1990","tt0097243","A Dry White Season",NA,7,6044,1,1,0
"62-1990","tt0097276","Enemies, A Love Story",NA,6.6,2529,2,2,0
"62-1990","tt0097322","The Fabulous Baker Boys",NA,6.9,25472,4,4,0
"62-1990","tt0097351","Field of Dreams",6,7.5,126034,3,3,0
"62-1990","tt0097356","Fine Food, Fine Pastries, Open 6 to 9",7,7,31,1,1,0
"62-1990","tt0097372","For All Mankind",9,8.1,6385,1,1,0
"62-1990","tt0097441","Glory",NA,7.8,142320,5,2,3
